STRUCTURE_SMILES,ActivityOutcome_CPDBAS_Rat
CN(C)C(C)=O,non-carcinogenic
NC(=N)NC#N,non-carcinogenic
O=P(OC)(OC)OC,non-carcinogenic
ClCC1=CC=CC=C1,non-carcinogenic
C12(C(=C(/N=N/C3=C(C4=C(C(=C3)S(=O)(=O)[O-])C=CC=C4)O)C=CC=1S(=O)(=O)[O-])C=CC=C2).[Na+].[Na+],non-carcinogenic
O=C1CCCO1,non-carcinogenic
ClCC/C(C2=CC=CC=C2)=C(C3=CC=CC=C3)/C1=CC=C(C=C1)OCCN(C)C.OC(C(O)=O)(CC(O)=O)CC(O)=O,non-carcinogenic
O1C2C1CCC(C2)C1CO1,non-carcinogenic
S=P(OC1=NC(=NC(=C1)C)C(C)C)(OCC)OCC,non-carcinogenic
Clc3cc(Cl)cnc3Oc1ccc(cc1)Oc2ncc(Cl)cc2Cl,non-carcinogenic
C1=C2C(=CC=C1NC3=CC=CC=C3)C=CC=C2,non-carcinogenic
NC1=CC(=CC=C1C)Cl,non-carcinogenic
NC1=C2C(=NC(=N1)N)N=C(C(=N2)C3=CC=CC=C3)N,non-carcinogenic
NC1=C(C=CC=C1)C(=O)O,non-carcinogenic
OC(C(SC(Cl)=C1)=C1S(N2C)(=O)=O)=C2C(NC3=NC=CC=C3)=O,non-carcinogenic
C1=CC(=CC(=C1OCC)[N+]([O-])=O)NC(=O)C,non-carcinogenic
CC#N,non-carcinogenic
C1(=CC(=C(C(=C1C)C)O)C)OCCCCCC,non-carcinogenic
C1=C(C=CC(=C1)C(C2=CC=C(N)C(=C2)C)=C3C=CC(=N)C=C3)N.[H]Cl,non-carcinogenic
C1=C(C=CC=C1N)C.[H]Cl,non-carcinogenic
ClC(F)C(F)(F)F,non-carcinogenic
C(=O)([O-])/C1=C/C(=O)NC(N1)=O.[Na+],non-carcinogenic
OC(CNC(C)C)C1=CC=C(NS(=O)(C)=O)C=C1.[H]Cl,non-carcinogenic
C1=C(Cl)C=C3C(=C1)N4C(CN=C3C2=CC=CC=C2)=NN=C4,non-carcinogenic
ClC1=C(C=CC(=C1)N)C,non-carcinogenic
NC1=CC=C(C=C1)N,non-carcinogenic
ClC1=C(C=CC(=C1)Cl)OCC(=O)O,non-carcinogenic
ClC1=CC(=C(C=C1SC2=CC=C(C=C2)Cl)Cl)Cl,non-carcinogenic
O=C1C(NC(=O)N1)NC(=O)N,non-carcinogenic
OC1C2=CC(=O)OC2=CCO1,non-carcinogenic
ClC1=CC(=C(C=C1C2=C(C=C(C(=C2)Cl)N)Cl)Cl)N,non-carcinogenic
NC(CCCN)(C(=O)O)C(F)F,non-carcinogenic
CC(=O)OCC1=CC=CC=C1,non-carcinogenic
NC(C(=O)O)CCSC,non-carcinogenic
NC(CC1=CNC2=C1C=CC=C2)C(=O)O,non-carcinogenic
O=C2C1=C(CCC2)C(OC[C@@H](O)CNC(C)(C)C)=CC=C1.Cl,non-carcinogenic
ClC1=C(C=CC=C1)Cl,non-carcinogenic
C1=CC(=CC=N1)N(N=O)C,non-carcinogenic
C[N+](CCC(C1=CC=C(C=C1)Cl)C2=NC=CC=C2)C.C(\C(=C(/C(=O)[O-])[H])[H])(=O)O,non-carcinogenic
CC(CN(CC(C)O)CC(C)O)O,non-carcinogenic
O=C1C2=C(C=C(C=C2O)O)O/C(=C\1O)C3=CC(=C(C=C3)O)O.O.O,non-carcinogenic
NC1=C(C=C(C=C1Cl)N)Cl,non-carcinogenic
NC1=C(C)C=C(N)C=C1.O=S(O)(O)=O,non-carcinogenic
NC1=C(C(=NC(=N1)N)CC)C2=CC=C(C=C2)Cl,non-carcinogenic
OC(=O)C1=CC(=C(C(=C1)O)O)O,non-carcinogenic
ClC1=C(Cl)C=CC([C@H]2C3=C(C=CC=C3)[C@@H](NC)CC2)=C1.Cl,non-carcinogenic
O[C@@]12[C@]3([H])C(O[C@@](C[C@]5(CC[C@H](C)[C@]([C@@H](C)CC)([H])O5)O4)([H])C[C@@]4([H])C/C=C(C)/[C@@H](O[C@]6([H])O[C@@H](C)[C@H](O[C@@]7([H])C[C@H](OC)[C@@H](O)[C@H](C)O7)[C@@H](OC)C6)[C@@H](C)/C=C/C=C1\CO[C@@]([H])2[C@H](O)C(C)=C3)=O,non-carcinogenic
C(N)(N)=O,non-carcinogenic
C=C(Cl)Cl,non-carcinogenic
FC(F)(Cl)Cl,non-carcinogenic
C2(=O)C(C1=CC=CC=C1)(CC)C(=O)NCN2,non-carcinogenic
C2=C(N)C=CC(S(=O)(=O)NC1ON=C(C)C=1C)=C2,non-carcinogenic
S(=O)(=O)(c1ccc(Cl)cc1)c2ccc(Cl)cc2,non-carcinogenic
CS(=O)(=O)OCCCNCCCOS(C)(=O)=O.[H]Cl,non-carcinogenic
CC(=O)[O-].[O-]C(=O)C.[Ca+2],non-carcinogenic
C1CN(CC(O1)O)N=O,non-carcinogenic
C1CNCCN1,non-carcinogenic
N1C(N(CC(C1=O)C)N=O)=O,non-carcinogenic
O=C1CC(=O)NC(=O)N1,non-carcinogenic
N(C1=CC=C(C=C1)NC2=CC=CC=C2)C3=CC=CC=C3,non-carcinogenic
CC2=C(C(C)=CC=C2)NC1=NCCCS1.Cl,non-carcinogenic
ClC2(C(Cl)3Cl)C(Cl)=C(Cl)C3(Cl)C1CC(Cl)C(Cl)C12,non-carcinogenic
.[Cl-].[Ca+2].[Cl-],non-carcinogenic
N(=NC1=CC=C(C=C1)N(CCC)CCC)C2=CC=[N+](C=C2)[O-],non-carcinogenic
IC(I)I,non-carcinogenic
CN1CCN(CC1)/C2=N/C3=CC=CC=C3SC4C=CC(C)=CC2=4,non-carcinogenic
OCCOCCOCCO,non-carcinogenic
CC(C)CN(N=O)C(=N)N[N+]([O-])=O,non-carcinogenic
O=[Mo](=O)=O,non-carcinogenic
CC(=O)[O-].[O-]C(=O)C.[Ba+2],non-carcinogenic
[O-][N+](C(N=C3)=C(SC1=NC=NC2=C1NC=N2)N3C)=O,non-carcinogenic
ClC1=NC(=NC(=N1)NC2=CC=CC=C2Cl)Cl,non-carcinogenic
CN1C2=C(C=C(C=C2)Cl)C(=NCC1=O)C3=CC=CC=C3,non-carcinogenic
CS(=O)(=O)OC1=C(C=C(C=C1C(C)(C)C)[N+]([O-])=O)[N+](=O)[O-],non-carcinogenic
COc3ccccc3N2CCN(CCCN\C1=C\C(=O)N(C)C(=O)N1C)CC2,non-carcinogenic
CN(N=O)C(=O)C1=C(C=CC=C1)C(=O)N(C)N=O,non-carcinogenic
OCC(O)CO,non-carcinogenic
OCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CC\C1=C\C(=O)CC[C@]1(C)[C@H]4[C@@H](O)C[C@]23C,non-carcinogenic
Cl.O=P1(OCC(C)(C)CO1)C\4=C(/C)NC(/C)=C(/C(=O)OCCN(Cc2ccccc2)c3ccccc3)C/4c5cccc(c5)[N+]([O-])=O.CCO,non-carcinogenic
CBr,non-carcinogenic
CC(=C)C#N,non-carcinogenic
ClC1=C(Cl)N=C(C(O)=O)C(Cl)=C1N,non-carcinogenic
CC([N+](=O)[O-])C,non-carcinogenic
CC(C)NCC(O)COC1(=CC=C(C=C1)CC(=O)N).[H]Cl,non-carcinogenic
ClC1=CC2=C(C=C1)OC3=C(C=CC(=C3)Cl)O2,non-carcinogenic
CC(=O)O[C@@H]3CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]1C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O1)[C@H](N(C)C)[C@H]2O)C3OC,non-carcinogenic
C12C(=CC=CC=1NCCN)C=CC=C2.[H]Cl.[H]Cl,non-carcinogenic
C12=CC(=CC(=C1C3=C(C(O2)=O)CCC3=O)OC)OC,non-carcinogenic
C12C(=C(C=CC=1NC(C)=O)S(=O)(=O)[O-])C=C(C(=C2O)/N=N/C3=C4C(=C(C=C3)/N=N\C5=CC=C(C=C5)S(=O)(=O)[O-])C=CC(=C4)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],non-carcinogenic
CC(CC1=CC2=C(C=C1)OCO2)S(=O)CCCCCCCC,non-carcinogenic
N[C@@H](C\C1=C\N=C/N1)C(O)=O.Cl,non-carcinogenic
CC(C)C=O,non-carcinogenic
O=C(O)COC1=C(C)C=C(Cl)C=C1,non-carcinogenic
O=C([C@](C(C=C4OC)=C(C=C4OC)OC3)([H])[C@]3([H])O2)C(C=C5)=C2C1=C5O[C@@H]([C@@](C)=C)C1,non-carcinogenic
NC1=C2C(=NC(=N1)N)N=CC(=N2)CN(C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C,non-carcinogenic
C12=C(C(NC(=N1)N)=O)N(C)C=N2,non-carcinogenic
ClC(CCl)Cl,non-carcinogenic
N1(C2C(SC3=C1C=CC=C3)=CC=CC=2)CC(N(C)C)C.[H]Cl,non-carcinogenic
N1(C2=CC=CC=C2)C(C(N(CS(=O)(=O)[O-])C)=C(N1C)C)=O.[Na+],non-carcinogenic
C1(=N\CCN/1)C(C)OC2C(=CC=CC=2Cl)Cl.[H]Cl,non-carcinogenic
S=P(OC1=CC=C(C=C1)[N+](=O)[O-])(OC)OC,non-carcinogenic
N=C(N(CCCC)N=O)N[N+](=O)[O-],non-carcinogenic
O=S(O)(O)=O.O[C@@H]([C@H](C)NC)[C@@]1=CC=CC=C1.O[C@@H]([C@H](C)NC)[C@@]2=CC=CC=C2,non-carcinogenic
N=C(N)NC,non-carcinogenic
C(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN(C)C.[H]Cl,non-carcinogenic
Clc1c([N+]([O-])=O)c(Cl)c(Cl)c(OC)c1Cl,non-carcinogenic
CC(C1=C(C=CC(=C1)C)O)(C)C,non-carcinogenic
O.O=C(Nc3cccc1c3O/C(=C\C1=O)C2=N\N\N=N2)c5ccc(OCCCCc4ccccc4)cc5.O=C(Nc3cccc1c3O/C(=C\C1=O)/C=2N\N=N/N=2)c5ccc(OCCCCc4ccccc4)cc5,non-carcinogenic
C1CCCNCCC1,non-carcinogenic
O=C(N(CC(C)=O)N=O)NCCCl,non-carcinogenic
C1(=C(C=C(N)C=C1)[N+](=O)[O-])NCCO,non-carcinogenic
CCC(COC(=O)CCCCC(=O)OCC(CCCC)CC)CCCC,non-carcinogenic
OS(O)(=O)=O.OCCN(CCO)c1ccc(N)cc1,non-carcinogenic
C12C3=C(C=CC=C3)CC1=CC=CC=2NC(C)=O,non-carcinogenic
N(N(CC(F)(F)F)CC(F)(F)F)=O,non-carcinogenic
C13=C(C=CC=C3)NC2=CN=CC=C12,non-carcinogenic
O[C@H]([C@@H]2O)[C@@H](O[C@@H]2CO)N(N=CC(N)=N1)C1=O,non-carcinogenic
N(N(CC(O)=O)CC(O)=O)=O,non-carcinogenic
CCN(CC)C=O,non-carcinogenic
CC(C1=CC=C(C=C1)CC(C)C)C(=O)O,non-carcinogenic
[O-][N+]1=CC=CC=C1C=C,non-carcinogenic
OC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,non-carcinogenic
OC[C@@H](NC(C(Cl)Cl)=O)[C@H](O)C1=CC=C(S(=O)(C)=O)C=C1,non-carcinogenic
O=C(C(C1=CC=CC=C1)(C2=CC=CC=C2)CC(N(C)C)C)CC.[H]Cl,non-carcinogenic
O=C(C(C1=CC=C(C=C1)Cl)C(C)C)OC(C2=CC=CC(=C2)OC3=CC=CC=C3)C#N,non-carcinogenic
O=C(C(Cl)Cl)N[C@H](CO)[C@@H](C1=CC=C([N+]([O-])=O)C=C1)O,non-carcinogenic
C1(=CC(=C(O)C=C1)O)C(O)=O,non-carcinogenic
C1(=CC(=C2C(=C1)N=CC=C2)Br)Br,non-carcinogenic
O=C(C(=NOC(=O)NC)SC)N(C)C,non-carcinogenic
C(/C1=C(C=C(C=C1)O)S(=O)(=O)[O-])(C2=CC=C(C=C2)N(CC3=CC(=CC=C3)S(=O)(=O)[O-])CC)=C4/C=C/C(C=C4)=[N+](\CC5=CC(=CC=C5)S(=O)(=O)[O-])CC.[Na+].[Na+],non-carcinogenic
O=C(C4=CC(OC)=C(C(OC)=C4)OC)O[C@@H]1C[C@@]3([H])[C@@](C[C@](N5C3)([H])C2=C(CC5)C(C=CC=C6)=C6N2)([H])[C@H]([C@](OC)=O)[C@H]1OC,non-carcinogenic
O=P(OCC(CCCC)CC)(OCC(CCCC)CC)OCC(CCCC)CC,non-carcinogenic
O1C(=CC=C1[N+](=O)[O-])/C(=N/O)N,non-carcinogenic
O=C(C)NCCSP(=S)(OC)OC,non-carcinogenic
COC1=C(C(=CC2=C1C3=CC=C(OC)C(=O)C=C3[C@@H](NC)CC2)OC)OC,non-carcinogenic
CC(C)(O)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2C(\CCC[C@]12C)=C\C=C3\C[C@@H](O)CCC3=C,non-carcinogenic
[Cd+2].[O-]C(C)=O.[O-]C(C)=O,non-carcinogenic
O=[N+](C1=CC2=C(C=C1)NC=N2)[O-],non-carcinogenic
[H][C@@]12[C@]([H])(NC([C@H](N)C3=CC=CC=C3)=O)C(N1[C@@H]([C@@](O)=O)C(C)(C)S2)=O.O.O.O,non-carcinogenic
OC1=CC(=CC=C1)O,non-carcinogenic
C1(=C2/C(C3=CC(S(=O)(=O)[O-])=CC=C3N2)=O)/C(C4=CC(S(=O)(=O)[O-])=CC=C4N1)=O.[Na+].[Na+],non-carcinogenic
O=C(C(SP(=S)(OC)OC)CC(=O)OCC)OCC,non-carcinogenic
C(C(C)O)(O[Ca]OC(C(C)O)=O)=O,non-carcinogenic
O=[N+](CC)[O-],non-carcinogenic
O=[O+1][O-1],non-carcinogenic
ClC1(=C(C=CC(=C1)CC2=CC(=C(C=C2)N)Cl)N).[H]Cl.[H]Cl,non-carcinogenic
OC(C)CCl,non-carcinogenic
C1(=CC(=C(C(=C1)N)C)N).[H]Cl.[H]Cl,non-carcinogenic
O=C([O-])C(C(/C(CC([O-])=O)=C([C@@H](CCC([O-])=O)[C@@H]5C)\N=C5/C=C4\[N-]\C(C(C=C)=C4C)=C3)=N2)=C(C)/C2=C/C1=C(CC)C(C)=C/3[N-]1.[Na+].[Na+].[Na+].[Cu+2],non-carcinogenic
O=[W](=O)([O-])[O-].[Na+].[Na+],non-carcinogenic
C1(=C(C=CC=C1N)N).[H]Cl.[H]Cl,non-carcinogenic
O=C(C(=C)C)OC,non-carcinogenic
C1(=CC(=CC=C1N)N).[H]Cl.[H]Cl,non-carcinogenic
O=C([O-])C(NN1C2=CC=C(S(=O)([O-])=O)C=C2)=C(/N=N/C3=CC=C(S(=O)([O-])=O)C=C3)C1=O.[Na+].[Na+].[Na+],non-carcinogenic
OC(CNC(C)C)COC1=CC=CC=C1OCC=C.Cl,non-carcinogenic
O=C(/C=C/C6=CC=C(O)C(OC)=C6)O[C@@H]4C(C)(C)[C@@]5([H])[C@]1(CC4)[C@]3([C@](CC5)([H])[C@]2(C)CC[C@@]([C@H](C)CC/C=C(C)\C)([H])[C@](C)2CC3)C1,non-carcinogenic
C1(=CC(=CC=C1N)OC)OC.[H]Cl,non-carcinogenic
ClC1=CC=C2C(=C1)C(=NC(O)C(=O)N2)C3=CC=CC=C3,non-carcinogenic
O=C2NC(=O)CCN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,non-carcinogenic
O=C([C@H](CO)[C@]2=CC=CC=C2)O[C@@H]1C[C@H](N4C)[C@@H](O3)[C@@H]3[C@@H]4C1.Br.O.O.O,non-carcinogenic
O=C([C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N)OC,non-carcinogenic
CC(C)(CO)CCCCCCC(C)(C)CO,non-carcinogenic
ClC(CCl)(Cl)Cl,non-carcinogenic
CC1(C(=C(CCC1)C)C=CC(=CC=CC(=CC(=O)O)C)C)C,non-carcinogenic
ClC(C(O)O)(Cl)Cl,non-carcinogenic
C1([C@H](CNC)O)(=CC(=CC=C1)O).[H]Cl,non-carcinogenic
O=C(OC)C1=C(C)NC(C)=C(C(OCC(C)(C)CN(CC3=CC=CC=C3)C)=O)C1C2=CC([N+]([O-])=O)=CC=C2F.Cl,non-carcinogenic
CN(C)N,non-carcinogenic
O=C(C1=CC=CC=C1)CCl,non-carcinogenic
O=C(CC(CCCCCCCCCCCCCCC)=O)CCCCCCCCCCCCCCC,non-carcinogenic
O=C(CC(C3=C2C=CC(F)=C3)=C(C)/C2=C/C1=CC=C(S(=O)(C)=O)C=C1)O,non-carcinogenic
ClC(C(C1=CC=C(C=C1)Cl)C2=CC=C(C=C2)Cl)Cl,non-carcinogenic
ClC1=C(C=CC=C1)[N+](=O)[O-],non-carcinogenic
O=C(C=C)C1=CC=C2C(OCO2)=C1,non-carcinogenic
ClC(C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)(Cl)Cl,non-carcinogenic
ClC(C(Cl)(Cl)C43Cl)(C(Cl)=C4Cl)C1C3C2C=CC1C2,non-carcinogenic
C=CCO,non-carcinogenic
ClC(C(Cl)Cl)(Cl)Cl,non-carcinogenic
CC(=O)O[C@H]\1CC[C@H]4C(=C/1)/CC[C@@H]2[C@@H]4CC[C@]3(C)[C@@](CC[C@@H]23)(C#C)OC(C)=O,non-carcinogenic
C=CCOCC1CO1,non-carcinogenic
OCCN.O=C(C1=C(C=CC(=C1)Cl)O)NC2=CC=C(C=C2Cl)[N+](=O)[O-],non-carcinogenic
O=C(C1=CC=C(C=C1)C(=O)OC)OC,non-carcinogenic
O=C(C1=CC(=CC=C1O)/N=N/C2=CC=C(C=C2)C(=O)O)O,non-carcinogenic
O=C(C1=CC=CC(=C1)C(C(=O)O)C)C2=CC=CC=C2,non-carcinogenic
ClC1=CC=CC=C1C=C(C#N)C#N,non-carcinogenic
O=C(C1=CC(=C(C(=C1)O)O)O)OCCC,non-carcinogenic
C1(=C(C=CC(=C1)N(CCO)CCO)NCCO)[N+]([O-])=O,non-carcinogenic
C1(=C(C=CC(=C1)NC(N(CC)CC)=O)OCC(CNC(C)(C)C)O)C(C)=O,non-carcinogenic
CC1CC(OC(O1)C)OC(=O)C,non-carcinogenic
ClC6C4(Cl)C3C1C5C(C3C2OC12)C4(Cl)C(Cl)(Cl)C56Cl,non-carcinogenic
[Be+2].O=S(=O)([O-])[O-],non-carcinogenic
O=C(C(C)=C2C)C(C(CCCCCC(O)=O)C1=CC=CC=C1)=C(C)C2=O,non-carcinogenic
OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,non-carcinogenic
O=C(CC(/C=C/C2=CC=C(O)C(OC)=C2)=O)/C=C/C1=CC=C(O)C(OC)=C1,non-carcinogenic
C1(=C(C)C2OC(CCC=2C(=C1OC(=O)C)C)(CCCC(CCCC(CCCC(C)C)C)C)C)C,non-carcinogenic
O=C(C2=CC=CC=C2)S\C(CCOC(C3=CC=CC=C3)=O)=C(C)/N(C=O)CC1=CN=C(C)N=C1N.Cl,non-carcinogenic
C1(=C(C=CC(=C1)CCNC)OC(C(C)C)=O)OC(C(C)C)=O.[H]Cl,non-carcinogenic
C([O-])(=O)CN(CC(=O)O)CCN(CC([O-])=O)CC([O-])=O.[Na+].[Na+].[Na+].[H]O[H].[H]O[H].[H]O[H],non-carcinogenic
BrC(C(=O)NC(=O)N)(CC)CC,non-carcinogenic
OC(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl,non-carcinogenic
O.[Zn+2].O.[O-]C(C)=O.[O-]C(C)=O,non-carcinogenic
OC1=C(C=C(C=C1C(C)(C)C)C)C(C)(C)C,non-carcinogenic
O=C(C(SP(=O)(OC)OC)CC(=O)OCC)OCC,non-carcinogenic
C1(C2=CC=CC=C2)=CC(=C(C=C1)NC(=O)C)O,non-carcinogenic
CC1=C(Cl)C(=O)OC2=C1C=CC(=C2)OP(=S)(OCC)OCC,non-carcinogenic
C1(CCCCC1[N+]).O=S(=O)([O-])O,non-carcinogenic
ClC1=C(C=C(C=C1C(=O)O)Cl)N,non-carcinogenic
C1(CCCCC1)N.[H]Cl,non-carcinogenic
NNC1=NC(=CS1)C2=CC=CC=C2,non-carcinogenic
C1(C[C@H]([C@@H]([C@H]1CCCCCCC(=O)OC)/C=C/CC(O)(CCCC)C)O)=O,non-carcinogenic
O=C(CN=C2C3=CC=CC=C3)NC1=C2N(N=C1C)CC,non-carcinogenic
O[As](=O)(C1=CC=C(C=C1)NC(=O)N)O,non-carcinogenic
C1(C=CC=CN=1)CCl.Cl,non-carcinogenic
O=C(CN1C(=O)CCC1)NC2=C(C=CC=C2C)C,non-carcinogenic
O[As](=O)(C1=CC(=C(C=C1)O)[N+](=O)[O-])O,non-carcinogenic
C1(C2=CC=C(C(=C2)Cl)N=NC(C(C)=O)C(=O)NC3=C(C=C(C(=C3)OC)Cl)OC)=CC(=C(C=C1)N=NC(C(C)=O)C(=O)NC4=CC(=C(C=C4OC)Cl)OC)Cl,non-carcinogenic
ClC1=C(C=C(C(=C1)Cl)Cl)OCC(=O)O,non-carcinogenic
O(S(=O)(=O)C)CCCCOS(=O)(C)=O,non-carcinogenic
N1C(=O)C(CC)(CCC(C)C)C(=O)NC1=O,non-carcinogenic
CC(CO)O,non-carcinogenic
NC1=NC(=NC(=N1)N)C2=CC=CC=C2,non-carcinogenic
CC(=O)N[C@@H](CS)C(=O)O,non-carcinogenic
OC(OC(O)CC)CC,non-carcinogenic
C1(NS(=O)(=O)[O-])CCCCC1.[Na+],non-carcinogenic
NC1=CC=CC=C1,non-carcinogenic
O=C(C)OC/C=C(C)/CC/C=C(C)/C,non-carcinogenic
CC(C)NCC(O)COc1ccc(cc1)NC(C)=O,non-carcinogenic
C1(OCC=C)=CC=C(CC(=O)O)C=C1Cl,non-carcinogenic
CCN(CC)C(=O)C1=CC=CC(C)=C1,non-carcinogenic
C1(CCNC(NC(N)=N)=N)=CC=CC=C1.[H]Cl,non-carcinogenic
C1CCNCC1,non-carcinogenic
NCCS(O)(=O)=O,non-carcinogenic
C1(CCN=C=S)=CC=CC=C1,non-carcinogenic
C1(CSCCNC(NC)=NC#N)=C(C)NC=N1,non-carcinogenic
O=[Cr]O[Cr]=O,non-carcinogenic
c1(n(cnc1)C)C[C@@H]2[C@@H](C(=O)OC2)CC,non-carcinogenic
Nc1cc(Cl)c(N)cc1.OS(O)(=O)=O,non-carcinogenic
Cl\C2=C(/Cl)C3(Cl)C1C4CC(C1C2(Cl)C3(Cl)Cl)C5OC45,non-carcinogenic
S=C(S[Pb]SC(N(C)C)=S)N(C)C,non-carcinogenic
O=[N+](C1=C(C(=CC(=C1)C(F)(F)F)[N+](=O)[O-])N(CCC)CCC)[O-],non-carcinogenic
N=C\2/N=C3/O[C@H]1[C@H](O)[C@@H](CO)O[C@H]1N3/C=C/2,non-carcinogenic
O=[N+](C1=CC(=C(C=C1)C(=O)O)N)[O-],non-carcinogenic
O=[N+](C1=C2C(=CC=C1)C=CC=C2)[O-],non-carcinogenic
ClC1/C=C\C2C1C3(Cl)C(/Cl)=C(/Cl)C2(Cl)C3(Cl)Cl,non-carcinogenic
C1(C(=CC=C(C=1)C)N)C.[H]Cl,non-carcinogenic
ClC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)[N+](=O)[O-],non-carcinogenic
O=NN1CN(C2)CN(N=O)CN2C1,non-carcinogenic
CC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],non-carcinogenic
C1(=CC=C(N)C=C1)C.[H]Cl,non-carcinogenic
NC(=S)C(=S)N,non-carcinogenic
O=[N+](C1=CC=C(C=C1)N)[O-],non-carcinogenic
O=C(C1=C(C=CC=C1)C(=O)OCC=C)OCC=C,non-carcinogenic
ClC1(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,non-carcinogenic
O=[N+](C1=CC=C(C=C1)Cl)[O-],non-carcinogenic
O=S(C1=CC=C2C(C=CC(O)=C2\N=N/C3=CC=C(S(=O)([O-])=O)C=C3)=C1)([O-])=O.[Na+].[Na+],non-carcinogenic
O=[N+](C1=CC(=C(C=C1)N)N)[O-],non-carcinogenic
NC1=C(C=C(C=C1)N)[N+](=O)[O-],non-carcinogenic
ClCC(=O)C1=CC=C(NC(=O)C)C=C1,non-carcinogenic
ClC(=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,non-carcinogenic
[Na+].O=C([O-])[C@@H](N)CCC(O)=O,non-carcinogenic
O=S1(=O)CC=CC1,non-carcinogenic
O[C@H]([C@H](O)CNCCCl)[C@H](O)[C@H](O)CNCCCl,non-carcinogenic
[Ti+2](C1=CC=CC1)C2(=CC=CC2).[Cl-].[Cl-],non-carcinogenic
O[C@@H](CO)[C@@H](O1)C(OCC)=C(O)C1=O,non-carcinogenic
OC(=O)[C@@H](N)CSCC,non-carcinogenic
CC(OC(=O)OC1CCCCC1)OC(=O)c5cccc6nc(OCC)n(Cc2ccc(cc2)c3ccccc3C\4=N\N=N/N/4)c56,non-carcinogenic
O[C@@H]1C2[C@@]34C5=C(C=CC(=C5O2)OC)CC(C3C=C1)N(C)CC4,non-carcinogenic
NC1=NC(N)=NC(C2=CC(Cl)=CC=C2Cl)=N1.O=C(O)/C=C\C(O)=O,non-carcinogenic
C/C=C/C1=CC=C(C=C1)OC,non-carcinogenic
O=[C@]([C@@H]1C[C@@H](O)CN1N=O)O,non-carcinogenic
C(C(F)(Cl)Cl)(F)(F)Cl,non-carcinogenic
C1(C(COCCOC(=O)CCCCCCCC=CCCCCCCCC)OCCO)OC(OCCO)CC1OCCO,non-carcinogenic
O=[Bi]Cl,non-carcinogenic
O=C(O[C@H](CC)[C@](O)(C)[C@H](O)[C@@H](C)C2=O)[C@H](C)[C@@H](O[C@H]3C[C@](OC)(C)[C@@H](O)[C@H](C)O3)[C@H](C)[C@H]([C@@](O)(C)C[C@H]2C)O[C@H]1[C@H](O)[C@@H]([N@H+](C)C)C[C@@H](C)O1.[O-]C(CCCCCCCCCCCCCCCCC)=O,non-carcinogenic
O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,non-carcinogenic
O=[As](O)(O)[O-].[Na+],non-carcinogenic
CC(C=NOC(=O)NC)(SC)C,non-carcinogenic
